creator_name,YT_Title,YT_id,YT_Username,Facebook_Username,Instagram handle,TikTok_Username,AdWords Placement,YT_content_owner,country,industry,property,Content Genre,themes,YT_category,Facebook_category,Twitch_URL,TikTok_URL,Tubular_Profile_URL,Feb_2024_YouTube_V30,Feb_2024_Facebook_V30,Feb_2024_Instagram_V30,Feb_2024_TikTok_V30,Feb_2024_YouTube_ER30,Feb_2024_Facebook_ER30,Feb_2024_Instagram_ER30,Feb_2024_TikTok_ER30,Feb_2024_YouTube_E30,Feb_2024_Facebook_E30,Feb_2024_Instagram_E30,Feb_2024_TikTok_E30,YT_Current_All_Time_Subscribers,Facebook_Current_All_Time_Followers,Instagram_Current_All_Time_Followers,Twitter_Current_All_Time_Followers,Twitch_Current_All_Time_Followers,TikTok_Current_All_Time_Followers,YT_Current_All_Time_Views,Facebook_Current_All_Time_Views,Instagram_Current_All_Time_Views,Twitter_Current_All_Time_Views,Twitch_Current_All_Time_Views,YT_Current_All_Time_Engagements,Facebook_Current_All_Time_Engagements,Instagram_Current_All_Time_Engagements,Twitter_Current_All_Time_Engagements,YT_Total_Uploads,Facebook_Total_Uploads,Instagram_Total_Uploads,Twitter_Total_Uploads,TikTok_Total_Uploads,30d_YT_Subscribers,30d_Facebook_Followers,30d_Instagram_Followers,30d_Twitter_Followers,30d_Twitch_Followers,30d_TikTok_Followers,Feb_2024_YT_Subscribers_Growth,Feb_2024_Facebook_Followers_Growth,Feb_2024_Instagram_Followers_Growth,Feb_2024_Twitter_Followers_Growth,Feb_2024_Twitch_Followers_Growth,Feb_2024_TikTok_Followers_Growth,Feb_2024_YT_Views,Feb_2024_Facebook_Views,Feb_2024_Instagram_Views,Feb_2024_Twitter_Views,Feb_2024_TikTok_Views,Feb_2024_YT_Views_Growth,Feb_2024_Facebook_Views_Growth,Feb_2024_Instagram_Views_Growth,Feb_2024_Twitter_Views_Growth,Feb_2024_TikTok_Views_Growth,Feb_2024_YT_Engagements,Feb_2024_Facebook_Engagements,Feb_2024_Instagram_Engagements,Feb_2024_Twitter_Engagements,Feb_2024_TikTok_Engagements,Feb_2024_YT_Engagements_Growth,Feb_2024_Facebook_Engagements_Growth,Feb_2024_Instagram_Engagements_Growth,Feb_2024_Twitter_Engagements_Growth,Feb_2024_TikTok_Engagements_Growth,influencer score,YT_last_upload_date,YT_%_30_days_sub_growth,Facebook_%_30_days_Followers_Growth,Instagram_%_30_days_Followers_Growth,Twitter_%_30_days_Followers_Growth,Twitch_%_30_days_Followers_Growth,TikTok_%_30_days_Followers_Growth,YT_uploads_last_30_days,TikTok_uploads_last_30_days,YT_audience_location_country_1,YT_audience_location_country_1_%,YT_audience_location_country_2,YT_audience_location_country_2_%,YT_audience_location_country_3,YT_audience_location_country_3_%,FB_audience_location_country_1,FB_audience_location_country_1_%,FB_audience_location_country_2,FB_audience_location_country_2_%,FB_audience_location_country_3,FB_audience_location_country_3_%,YT_male_all_%,YT_female_all_%,YT_demo_last_update,FB_demo_last_update,YT_gid,Facebook_gid,Instagram_gid,Twitter_gid,Twitch_gid,TikTok_gid
Kat Longoria,Kat Longoria,z-_g3nVpinMkvs-n9XZf_A,,,,,http://youtube.com/channel/UCz-_g3nVpinMkvs-n9XZf_A,,US,,,Beauty,"autonomous sensory meridian response,vlog,skin care,special effects,lipstick,lip,Halloween,eye shadow,eyeliner,blusher,cosmetics,face",People & Blogs,,,,https://tubularlabs.com/creator/7U38svfchw03YgcQY01,2280583,,,,2.5055,,,,105136,,,,3680000,,,,,,2521008825,,,,,81606038,,,,367,,,,,210000,,,,,,0.03571428571428571,,,,,,126864390,,,,,-0.043461693527226876,,,,,3386740,,,,,-0.1905663506916445,,,,,731.6218852808254,20240404T143327Z,0.057065217391304005,,,,,,14,,US,51.658966820663586,GB,5.795884082318354,BR,5.627887442251155,,,,,,,33.5412520287532,66.4587479712468,2024-03,,yta_z-_g3nVpinMkvs-n9XZf_A,,,,,
Thewizardliz,Thewizardliz,64KwGynvj3hA7T0C9gC5cA,,thewizardliz,thewizardliz,thewizardliz,http://youtube.com/channel/UC64KwGynvj3hA7T0C9gC5cA,,US,,,People & Blogs,"medical treatment,hairstyle,therapist,psychotherapy,cosmetics",Education,Personal blog,,https://www.tiktok.com/@thewizardliz,https://tubularlabs.com/creator/6iVCutsEY03Vr4mk01,666437,,,1612667,4.7332,,,3.6322,58040,,,234304,5850000,30352,2112079,1937,,5700000,165951510,608159,0,3580,,12057304,103684,650574,177,98,48,12,4,581,120000,0,26911,0,,100000,-0.3157894736842105,-0.6257142857142857,-0.2268056786259686,,,-0.5,8101406,8300,,0,55323788,-0.03132590740341514,0.691805951895638,,,-0.5,531954,1611,16860,0,8183440,-0.06830346508988497,2.222,-0.32868803503882144,,0.8055439109910079,727.1008887729203,20240406T183621Z,0.020512820512820003,0.0,0.012741474158873,0.0,,0.017543859649122,7,10,US,36.29842180774749,GB,5.4519368723099,CA,4.340028694404592,,,,,,,20.622080388302876,79.37791961169711,2024-03,,yta_64KwGynvj3hA7T0C9gC5cA,fba_111546888021644,iga_44850974574,twa_1492555281452130310,,tka_6858745291899241477
LittleMe,LittleMe,8mZOn674sw5JoKS0nyXsNQ,,,,,http://youtube.com/channel/UC8mZOn674sw5JoKS0nyXsNQ,,US,,,Entertainment,"dance,hair,vlog,short film,cosmetics,humor",People & Blogs,,,,https://tubularlabs.com/creator/4H32nZxAD203WnMAe01,224742,,,,4.3762,,,,18096,,,,1110000,,,,,,640799543,,,,,32491659,,,,1906,,,,,30000,,,,,,0.0,,,,,,20907764,,,,,-0.05090839051756536,,,,,1148464,,,,,-0.0911203193405529,,,,,726.4213279468048,20240407T003630Z,0.027027027027027,,,,,,57,,US,66.38246041412911,GB,7.429963459196102,CA,4.141291108404385,,,,,,,21.712746866948994,78.28725313305101,2024-03,,yta_8mZOn674sw5JoKS0nyXsNQ,,,,,
Emmy Combs,Emmy Combs,q_ZnPt9KqeqfjUOcj3m3gA,,,emmycombss,emmycombss,http://youtube.com/channel/UCq_ZnPt9KqeqfjUOcj3m3gA,,US,,,People & Blogs,"whipped cream,alopecia,wig,eyebrow,eyelash,comb,cosmetics,baldness,hair,skin,concealer,blusher",People & Blogs,Fashion Model,,https://www.tiktok.com/@emmycombss,https://tubularlabs.com/creator/7Pb5BXpay03P8CVs01,3155473,,,703565,1.6358000000000001,,,2.2123,94976,,70837,62260,4270000,10007,1702062,,,10100000,2065554315,236,1898968,28393,,53551009,78371,25867172,1548,411,343,480,22,1726,310000,0,61708,,,100000,-0.5142857142857142,,0.24044069993519118,,,,88522089,0,,0,71582319,-0.5036543344201507,,,,,1710865,5738,554106,0,2980089,-0.5353568135618078,,0.07862110850915971,,0.9707941004916257,723.9306366884964,20240403T182922Z,0.072599531615925,0.0,0.036254848530782,,,0.009900990099009,8,24,US,39.289940828402365,BR,12.544378698224854,GB,4.556213017751479,,,,,,,37.966843004303065,62.03315699569693,2024-03,,yta_q_ZnPt9KqeqfjUOcj3m3gA,fba_113351525149144,iga_54548923,twa_1640532325,,tka_2052751
Tati Westbrook,Tati,4qk9TtGhBKCkoWz5qGJcGg,glamlifeguru,glamlifeguru,glamlifeguru,tatiwestbrook,http://youtube.com/channel/UC4qk9TtGhBKCkoWz5qGJcGg,,US,,,Beauty,"eye,skin,lip,concealer,eyeliner,highlighter,eye shadow,cosmetics,face,Tati Westbrook,lipstick,foundation",Howto & Style,Public Figure,,https://www.tiktok.com/@tatiwestbrook,https://tubularlabs.com/creator/iSzbCKqG51,208864,,,,3.0742,,,,11814,,14448,,8200000,371517,2278913,1130673,,87900,1637322098,165458,35260383,29493683,,70495713,5508,4986404,955974,2061,231,147,404,18,-10000,0,-12694,0,,26900,,,,,,-0.18181818181818182,2495146,5,,0,52139,0.21681021260990274,-0.16666666666666666,,,-0.18181818181818182,142640,0,104937,0,1422,0.44624244636411564,,2.19316556613821,,0.41774675972083747,723.2966760855876,20240404T164438Z,-0.0012195121951210002,0.0,-0.005570199476680001,0.0,,0.306029579067121,7,5,US,70.62774122807018,CA,5.975877192982456,GB,3.22094298245614,US,53.905377834237974,CA,6.759825999923008,GB,6.29017977441583,3.997425279301016,96.00257472069899,2024-03,2018-02,yta_4qk9TtGhBKCkoWz5qGJcGg,fba_175604402478448,iga_12517395,twa_228605295,,tka_7199910119128761390
Bailey Spinn,Bailey Spinn,9MAhLcXqWZo2CKlFjLpDEA,,baileyrosespinn,baileyspinn,baileyspinn,http://youtube.com/channel/UC9MAhLcXqWZo2CKlFjLpDEA,,US,,,People & Blogs,"celebrity,cosmetics,soulmate,comedy,clothing,hair,TikTok,Internet meme,sketch comedy",Entertainment,Artist,,https://www.tiktok.com/@baileyspinn,https://tubularlabs.com/creator/8kf8kfqZd03STyyr01,938429,30072,,830809,4.0837,2.2195,,2.3909000000000002,70514,1595,15543,79454,4920000,235071,1043587,7323,,15400000,3514676642,23149989,0,1527,,270747879,4602979,30289925,136,1403,1108,1437,1,2660,50000,0,10775,0,,0,-0.25,-0.45097524134760625,-0.45776618150954074,,,0.0,62420956,2496615,,0,43333675,-0.14769581344409385,0.28064638244961776,,,0.0,4321777,232606,483410,0,3787971,-0.038902655741051624,-0.1564391480472759,-0.19698535201347522,,-0.3840138666239961,722.3286025593272,20240406T194535Z,0.010162601626016001,0.0,0.010324965719197,0.0,,0.0,28,26,US,64.27870461236506,GB,10.893032384690873,CA,5.561007523716062,,,,,,,30.709637707576913,69.29036229242308,2024-03,,yta_9MAhLcXqWZo2CKlFjLpDEA,fba_105967628139189,iga_36841251820,twa_1290423280898318339,,tka_2347629
Fer Jalil,Fer Jalil,h5VlNcGFpLFwOeU7bcazBA,,,,fer.jalil,http://youtube.com/channel/UCh5VlNcGFpLFwOeU7bcazBA,,US,,,Beauty,"LGBT,cosmetics",People & Blogs,Makeup Artist,,https://www.tiktok.com/@fer.jalil,https://tubularlabs.com/creator/5w2rrjAqPp03WBoqg01,1112137,,,3087252,4.2257,,,1.9437000000000002,86472,,,240021,1020000,,,,,5100000,422433731,1113,,,,31561292,1249850,,,263,334,,,1652,182000,,,,,100000,-0.3053097345132743,,,,,-0.25,71907613,0,,,199260835,-0.13576751073851423,,,,-0.25,5511619,0,,,16568137,-0.02247054306118051,,,,0.017294539577944145,721.5542625206592,20240406T213556Z,0.178431372549019,,,,,0.019607843137254003,31,34,MX,27.19013627514601,AR,15.509409474367294,CL,9.863724853990915,,,,,,,25.178414354450823,74.82158564554919,2024-03,,yta_h5VlNcGFpLFwOeU7bcazBA,fba_111320175264252,,,,tka_6532030965093515265
Doctor Gary Linkov,Doctor Gary Linkov,XHS7RSRMGcVp4-MMbEDW6g,,,,,http://youtube.com/channel/UCXHS7RSRMGcVp4-MMbEDW6g,,US,,,Beauty,"plastic surgery,facial,hair,hair care,physician,eye,skin care,cosmetics,surgery,hair transplantation,rhinoplasty,eyebrow",Education,,,,https://tubularlabs.com/creator/2zBqC3KCk03TzGz801,73367,,,,1.6916,,,,2283,,,,839000,,,,,,199642777,,,,,4589798,,,,826,,,,,28000,,,,,,0.7407407407407407,,,,,,19011175,,,,,1.2593855564186354,,,,,565030,,,,,2.73753944052336,,,,,719.6837505043214,20240406T150029Z,0.033373063170441,,,,,,28,,US,55.2613044090717,GB,7.698267361600225,CA,6.1417101000140875,,,,,,,46.14102389745187,53.858976102548134,2024-03,,yta_XHS7RSRMGcVp4-MMbEDW6g,,,,,
Mekup Art,Mekup Art,25CzeXsxxWaT2_72mYL3nQ,,mekupart11,mekup__art,,http://youtube.com/channel/UC25CzeXsxxWaT2_72mYL3nQ,,US,,,Beauty,"hairstyle,foundation,lipstick,cosmetics,lip,makeover,make-up artist,hair,eyelash,eye",People & Blogs,"Beauty, Cosmetic & Personal Care",,,https://tubularlabs.com/creator/dU8fy9vmi03UcCaJ01,409196,,,,1.7136,,,,12902,,4465,,6600000,50810,685655,,,,4915322026,66478,0,,,115963458,727114,16534250,,8116,1121,1657,,,110000,0,8543,,,,-0.4642857142857143,3.888888888888889,-0.1631374888159857,,,,97365757,730,,,,-0.2748675577656985,1.3397435897435896,,,,2675770,2153,354735,,,-0.4237862778282283,7.509881422924901,-0.15647337458208296,,,718.9628728698241,20240404T153636Z,0.016666666666666,0.0,0.012459618904551,,,,18,,US,36.94416583082581,RU,7.4891340688732875,BR,7.4891340688732875,,,,,,,43.50863936660091,56.4913606333991,2024-03,,yta_25CzeXsxxWaT2_72mYL3nQ,fba_105230501857079,iga_49049161987,,,
K9,K9,pWz_0YYmYwum804Xhf0onQ,,,,,http://youtube.com/channel/UCpWz_0YYmYwum804Xhf0onQ,,US,,,Gaming,"virtual reality,virtualization,cosmetics,Discord,Gorilla,Quest 2,Reality Labs,Twitter,Oculus Quest,TikTok,police dog",Gaming,,,,https://tubularlabs.com/creator/5umE7PH1e03XLg5Q01,364159,,,,2.297,,,,15390,,,,1020000,,,,,,109437221,,,,,3876657,,,,236,,,,,66000,,,,,,0.35714285714285715,,,,,,12732829,,,,,0.42050028208459905,,,,,359273,,,,,0.16140283955725665,,,,,715.4649391096813,20240406T191853Z,0.064705882352941,,,,,,17,,US,76.2,GB,7.9,CA,4.9,,,,,,,63.98506546866596,36.01493453133405,2024-03,,yta_pWz_0YYmYwum804Xhf0onQ,,,,,
The Style Theorists,The Style Theorists,d4t3EEUy0LUOM4MTdjpNHA,,,,the.style.theoris,http://youtube.com/channel/UCd4t3EEUy0LUOM4MTdjpNHA,,US,,,Fashion & Style,"clothing,regimen,shorts,fashion week,hygiene,high heels,leg,fashion,fashion show,cosmetics,shoe,watch",Howto & Style,,,https://www.tiktok.com/@the.style.theoris,https://tubularlabs.com/creator/7H2XE8hCBJ03ZAxAr01,1153180,,,,4.7144,,,,100031,,,,2630000,,,,,3333,270257214,,,,,18340874,,,,109,,,,228,70000,,,,,24,-0.6153846153846154,,,,,1.0,16505023,,,,10458,-0.12423071163942191,,,,1.0,1113920,,,,589,-0.12078752786214474,,,,1.7914691943127963,714.6101489903666,20240406T150500Z,0.026615969581749003,,,,,0.007200720072007001,7,40,US,62.31160602860708,CA,6.143803398291254,GB,4.646251319957761,,,,,,,63.54748336761338,36.45251663238662,2024-03,,yta_d4t3EEUy0LUOM4MTdjpNHA,,,,,tka_7268532429730972714
VMT,VMT,FHQbrARAdL64JlJgWajpjg,,,,,http://youtube.com/channel/UCFHQbrARAdL64JlJgWajpjg,,US,,,Animals & Pets,"virtual reality,Twitter,cosmetics,Gorilla,Instagram,virtualization",Gaming,,,,https://tubularlabs.com/creator/4EHUNckno03UyQ8701,227200,,,,2.6324,,,,11738,,,,713000,,,,,,106840195,,,,,3857412,,,,345,,,,,78000,,,,,,0.37349397590361444,,,,,,21743977,,,,,0.4693279162395707,,,,,808753,,,,,0.193683794151377,,,,,714.3886299742319,20240406T150039Z,0.10939691444600201,,,,,,26,,US,75.73189522342064,GB,8.628659476117104,CA,5.3929121725731894,,,,,,,62.49037015362323,37.50962984637677,2024-03,,yta_FHQbrARAdL64JlJgWajpjg,,,,,
Ana Saia,Ana Saia,PzbHv9CroLVn_92VZutfUg,,,anasaiaofficial,saianana,http://youtube.com/channel/UCPzbHv9CroLVn_92VZutfUg,,US,,,Entertainment,"mother,advertising,hairstyle,red hair,boyfriend,viral phenomenon,cosmetics,Internet meme,makeover,intimate relationship,hair,comedy",People & Blogs,Diseñadores de videojuegos,,https://www.tiktok.com/@saianana,https://tubularlabs.com/creator/352ceECGeP03Vr4mk01,1813535,,,941672,3.5886,,,2.6842,119746,,60927,101104,1890000,17121,820973,,,3300000,1252641429,1188665,0,,,77725635,159597,17170499,,268,508,465,,1205,40000,0,66854,,,0,-0.5,,0.5382734452638737,,,,77357466,7426,,,33782561,-0.3138445801565637,0.887166454891995,,,,4062983,254,3186540,,3387595,-0.37915109444369227,0.9242424242424242,1.124263700045598,,-0.2992639323108976,712.0196690211402,20240405T220517Z,0.021164021164021003,0.0,0.081432641511962,,,0.0,17,28,US,57.966369930761616,CA,4.664688427299703,GB,4.312561819980218,,,,,,,44.357704551840214,55.64229544815979,2024-03,,yta_PzbHv9CroLVn_92VZutfUg,fba_111379695277668,iga_50269116275,,,tka_6719484689739465734
Fun Blind Bag,Fun Blind Bag,LT-BnWgQs_hTMEWFNlMiaA,,,,funblindbag,http://youtube.com/channel/UCLT-BnWgQs_hTMEWFNlMiaA,,US,,,Home & DIY,"oddly satisfying video,handbag,maker culture,autonomous sensory meridian response,paper doll,cosmetics,unboxing,art,pimple,paper,makeover",People & Blogs,,,https://www.tiktok.com/@funblindbag,https://tubularlabs.com/creator/3rzmMANgE03WcASD01,596934,,,509220,0.1532,,,1.1555,1696,,,23535,1190000,,,,,950100,449903674,,,,,563988,,,,650,,,,1060,110000,,,,,110200,-0.17721518987341772,,,,,0.8692307692307693,63523794,,,,35320703,0.03605821790558531,,,,0.8692307692307693,77356,,,,1336501,-0.5285154416739298,,,,0.7420503128258603,703.1993899063141,20240407T044530Z,0.09243697478991501,,,,,0.115987790758867,20,15,US,47.70969660916121,BR,6.900654372397382,GB,5.591909577632362,,,,,,,33.04887501415767,66.95112498584233,2024-03,,yta_LT-BnWgQs_hTMEWFNlMiaA,,,,,tka_7049543472571745326
Mia Maples,Mia Maples,zzOKT1SkE7qdycJvPCR3Gg,ivorygirl48,officialmiamaples,,realiomiamaples,http://youtube.com/channel/UCzzOKT1SkE7qdycJvPCR3Gg,,US,,,Fashion & Style,"hair,wedding dress,haul video,sewing,renovation,scale model,dollhouse,prom,shoe,cosmetics,clothing",Howto & Style,Criador(a) de conteúdo digital,,https://www.tiktok.com/@realiomiamaples,https://tubularlabs.com/creator/pfebWzrRku,1047187,7425,,,3.185,0.8152,,,61369,144,,,4380000,348525,,,,347800,925144915,65163421,,7114,,40694423,1060470,,762,878,777,,9,66,20000,0,,,,100,-0.4,,,,,5.0,11734686,458285,,0,526680,-0.15791415747433793,-0.2519664475649348,,,5.0,448797,9856,,0,7130,-0.1676783300043953,-0.10821570756424177,,,0.8852459016393442,702.1950323990054,20240405T170027Z,0.0045662100456620005,0.0,,,,0.0002875215641173088,6,0,US,53.858533220936465,CA,9.188443558893402,GB,5.586634991187064,,,,,,,6.721605614470829,93.27839438552917,2024-03,,yta_zzOKT1SkE7qdycJvPCR3Gg,fba_114758594811480,,twa_2209171794,,tka_6810122092149195781
Luseeyalu,Luseeyalu,WWq-rwjtG3NKzvZdwsXbqw,,,luseeyalu,luseeyalu,http://youtube.com/channel/UCWWq-rwjtG3NKzvZdwsXbqw,,US,,,Music & Dance,"comedy,Kitana,cosmetics,humor,dance,intimate relationship,clothing,vlog,cosplay,Internet meme",People & Blogs,Musician/Band,,https://www.tiktok.com/@luseeyalu,https://tubularlabs.com/creator/kwcLXicT0T,1306324,,,1386463,3.5046,,,1.5937000000000001,84236,,80985,88383,5410000,20193,1464544,1221,,5700000,2704009102,0,11318976,,,116191862,229940,32058656,,331,297,471,,660,70000,0,17679,0,,0,-0.36363636363636365,,-0.01912885662431942,,,-1.0,54874365,0,,,53384991,-0.29731002555106356,,,,-1.0,1758646,170,1427245,,3999007,-0.36221669776440785,-0.1414141414141414,-0.0058371789290378754,,0.5861862026237274,700.6613552221158,20240406T141950Z,0.012939001848428002,0.0,0.012071334149059,0.0,,0.0,12,16,US,41.795665634674926,GB,5.8109073588949745,CA,4.024767801857585,,,,,,,38.33195677269936,61.66804322730064,2024-03,,yta_WWq-rwjtG3NKzvZdwsXbqw,fba_103534382442715,iga_212725899,twa_750424044663500800,,tka_6712527470815642629
Michelle Khare,Michelle Khare,GGZ_POGmIWG1pQXTDzQv-g,lilogirl2000,officialmichellekhare,michellekhare,michellekhare,http://youtube.com/channel/UCGGZ_POGmIWG1pQXTDzQv-g,"Studio71_2_4,Studio71",US,,,People & Blogs,"physical exercise,Michelle Khare,Internet meme,physical fitness,cosmetics",Entertainment,Public Figure,http://www.twitch.tv/michellekhare,https://www.tiktok.com/@michellekhare,https://tubularlabs.com/creator/7haVh4hgLz,1840241,,,,2.1039,,,,71239,,4533,,4460000,76046,389368,54427,34142,218400,639922351,1533881,9536478,3085601,844989,23761522,338063,4528167,114940,256,568,329,236,82,30000,0,-1450,0,-33,-300,0.16666666666666666,,,,-0.21621621621621623,-1.3333333333333333,11037397,208,,0,23831,-0.3578490946707697,-0.2876712328767123,,,-1.3333333333333333,273725,11,17255,0,1746,-0.4209206879773213,-0.6451612903225806,9.407117008443908,,-0.011325028312570781,700.5993072637456,20240305T160440Z,0.006726457399103001,0.0,-0.0037239834809220003,0.0,-0.0009665514615429675,-0.0013736263736260001,0,0,US,52.17622080679406,CA,6.5552016985138,GB,5.546709129511678,US,49.321266968325794,IN,8.597285067873303,CA,5.429864253393665,46.490221825553064,53.509778174446936,2024-03,2018-02,yta_GGZ_POGmIWG1pQXTDzQv-g,fba_442771725862882,iga_618723716,twa_2225667127,tta_michellekhare,tka_54573695452577792
Roligore,Roligore,R9rqKD_tmviovZu9lzsQkQ,,,roligore_backup,,http://youtube.com/channel/UCR9rqKD_tmviovZu9lzsQkQ,,US,,,Entertainment,"makeover,film,plastic surgery,dog,salad,Halloween,cosmetics",People & Blogs,,,,https://tubularlabs.com/creator/4dsKU5KWG03RrHeM02,178552,,,,2.6922,,,,8845,,,,1060000,,,,,,671045110,,185143,,,16348500,,19040,,284,,13,,,50000,,,,,,0.7058823529411765,,,,,,23662072,,,,,0.4941536726882649,,,,,438809,,0,,,0.3306920184376516,,,,,700.1913034276946,20240405T170938Z,0.047169811320754006,,,,,,8,,US,56.546184738955816,GB,7.46987951807229,BR,3.855421686746988,,,,,,,38.9786783838095,61.02132161619049,2024-03,,yta_R9rqKD_tmviovZu9lzsQkQ,,iga_12547941093,,,
Mai Pham,Mai Pham,3K_V0FgEq_6SuA6X54z3GQ,lpslolvideo,maiphammy,maiphammy,maiphammy,http://youtube.com/channel/UC3K_V0FgEq_6SuA6X54z3GQ,"AwesomenessTV 2,Awesomeness Media",US,,,People & Blogs,"hairstyle,skin care,vlog,makeover,cosmetics,hair",Howto & Style,Health/Beauty,,https://www.tiktok.com/@maiphammy,https://tubularlabs.com/creator/9uovOh0Ppm,489996,,,711682,2.9756,,,1.7768000000000002,26827,,42559,50581,3330000,2438,987014,5391,,1500000,425815220,399,1982552,,,22055468,56,12037359,,861,1,307,,674,20000,0,-9370,0,,0,-0.3333333333333333,,-1.6166335919177341,,,,3936746,3,,,14563363,-0.22348029905334227,,,,,138237,2,308840,,850798,-0.30463935935291425,,-0.6841829701771537,,-0.2230992459260098,700.0234375122324,20240406T100023Z,0.006006006006006001,0.0,-0.009493279730581,0.0,,0.0,6,11,US,53.81294964028777,CA,10.143884892086332,GB,4.460431654676259,,,,,,,7.99216084947732,92.00783915052267,2024-03,,yta_3K_V0FgEq_6SuA6X54z3GQ,fba_109931370404000,iga_214287016,twa_1128784395224010753,,tka_6717881931579687941
Delaney Walsh,Delaney Walsh,p5ZhYIqdtg1Mzh35io2j9g,,,walshdelaney,walshdelaney,http://youtube.com/channel/UCp5ZhYIqdtg1Mzh35io2j9g,,US,,,Beauty,"reaction video,hair,hairstyle,cosmetics,animal,rabbit,house cat,fashion,clothing,teacher",Howto & Style,,,https://www.tiktok.com/@walshdelaney,https://tubularlabs.com/creator/3AQU5aUz603WAUnq01,937622,,,,2.6078,,,,44990,,,,1130000,,155630,,,1500000,1340920063,,0,,,66973054,,40651,,1053,,210,,1025,50000,,7076,,,0,-0.2982456140350877,,,,,,68348392,,,,192139,-0.3261064411867325,,,,,2175384,,7,,4775,-0.4482573208401951,,0.16666666666666666,,-0.5565564635958395,698.8120130209745,20240406T040016Z,0.044247787610619004,,0.045466812311251006,,,0.0,32,6,US,64.09168081494057,GB,6.253537068477645,CA,5.885681946802491,,,,,,,34.03774749907906,65.96225250092093,2024-03,,yta_p5ZhYIqdtg1Mzh35io2j9g,,iga_38486960,,,tka_79207965630570496
charleighlux,charleighlux,bXdRXgXFYGnyPTl6ktoGtA,,,charleighdickerson,charleigh_spams,http://youtube.com/channel/UCbXdRXgXFYGnyPTl6ktoGtA,,US,,,Beauty,"satire,eye shadow,cosmetics,sketch comedy,highlighter,autonomous sensory meridian response,foundation",People & Blogs,,,https://www.tiktok.com/@charleigh_spams,https://tubularlabs.com/creator/5y2aPMZjVQ03X7PZz01,5350,,,30523,2.0341,,,2.1782,200,,,2659,287000,,,,,192700,109295937,,0,,,4651871,,1458,,144,,167,,1199,254700,,,,,850,19.5,,,,,1.4285714285714286,58612,,,,308192,7.803244217482727,,,,1.4285714285714286,1460,,0,,25114,5.576576576576577,,,,-0.227926709296606,698.5342697785808,20240406T122741Z,0.8874564459930311,,,,,0.0044110015568240004,104,19,US,66.60482374768088,GB,5.936920222634509,AU,3.339517625231911,,,,,,,,,2024-03,,yta_bXdRXgXFYGnyPTl6ktoGtA,,iga_48544957371,,,tka_7062737052848833582
Sol Carlos,Sol Carlos,8zv9D4Ib346XdvBiKqW_iA,,solcarlosofficial,solcarlosofficial,solcarlosofficial,http://youtube.com/channel/UC8zv9D4Ib346XdvBiKqW_iA,,US,,,Gaming,cosmetics,Entertainment,Gaming video creator,,https://www.tiktok.com/@solcarlosofficial,https://tubularlabs.com/creator/3qAhkiqAH03SQAs801,592921,32310,,1204562,5.1892,1.1021,,1.626,56613,851,42222,78342,1600000,266319,1254758,,,7000000,966314822,23702809,3406208,,,81032329,6846428,118038467,,851,1390,1635,,3000,70000,0,17081,,,0,0.0,151.4126984126984,,,,,39632108,3932581,,,68463361,-0.041441830864332826,1.1087220201274912,,,,2235702,448028,1157768,,4035360,-0.20883351086229532,4.263796040650884,-0.013343832504137457,,-0.08146841773775497,698.2886615819529,20240406T015952Z,0.043750000000000004,0.0,0.013612983539455002,,,0.0,27,18,AR,27.009273570324577,MX,17.31066460587326,ES,13.137557959814528,,,,,,,37.56651192690012,62.43348807309988,2024-03,,yta_8zv9D4Ib346XdvBiKqW_iA,fba_105773505562646,iga_3272096770,,,tka_244347936132907008
Doctor Youn,Doctor Youn,9HQXWbt14wTdr_Tzc8ZE0A,tonyyounmd,dryoun,tonyyounmd,doctoryoun,http://youtube.com/channel/UC9HQXWbt14wTdr_Tzc8ZE0A,,US,,,"Health, Fitness & Self Help","medical treatment,physician,surgery,plastic surgery,skin care,cosmetics,breast implant,medical implant,Fellow of the American College of Surgeons,reaction video,surgeon,skin",Education,Public Figure,,https://www.tiktok.com/@doctoryoun,https://tubularlabs.com/creator/7L3FeYYYQU03WmuUa01,123699,113083,,1187166,2.4614000000000003,1.1126,,1.6304,5602,3006,27024,78832,5080000,862181,1258255,5690,,8400000,3491818980,177383623,23953475,78017,,150561008,6977175,74931766,2807,2172,1872,2328,451,1763,20000,0,35019,0,,0,0.0,-0.21881588543393224,0.3345926610666774,,,-1.0,19178886,9811230,,0,72766659,0.22039128857261794,-0.28130165225689874,,,-1.0,506196,590059,581250,0,2227945,0.7088803740526307,0.10832721309874208,0.5671213228256444,,-0.3658793091670841,695.7116260506884,20240405T153734Z,0.003937007874015,0.0,0.027831401424989,0.0,,0.0,9,18,US,63.124030562417424,CA,5.469064169586947,GB,5.4518297236743845,US,70.31009456784693,GB,9.478777215746646,CA,6.267868924565648,37.527852907755985,62.472147092244015,2024-03,2018-02,yta_9HQXWbt14wTdr_Tzc8ZE0A,fba_1665403150370126,iga_2120294270,twa_32244400,,tka_6731824062857233413
