,Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author,transcript,thumbnail_url,title,view_count,length,publish_date,author
10,Revenge Bedtime Procrastination #cleanwithme #cleaning #momlife,youtube,www.youtube.com/watch?v=HpkfRk-RyOI,HpkfRk-RyOI,https://www.youtube.com/watch?v=HpkfRk-RyOI,Entertainment,256365,42990.0,65225.0,73854.0,100472.0,194498.0,11243,2.36269998550415,2.071500062942505,2.161900043487549,2.3315999507904053,2.420700073242187,2387.0,2986.0,3337.0,4568.0,8616.0,11171,72,,,,,,,,,,,https://www.facebook.com/111351785362291?brand_redir=DISABLE,mai_zimmy,https://www.tiktok.com/@maizimmy,cleanliness,Lifestyle,2024-01-19 15:00,Mai Zimmy,218000.0,US,Home & DIY,_NjT5Ub4021JuNoL4PW_dg,58,False,"Home, DIY & Crafts,Home, DIY & Crafts/Cleaning",,,nan,nan,nan,,,nan,nan
11,How to Kill Procrastination FOR GOOD,youtube,www.youtube.com/watch?v=Z2eADLBcukQ,Z2eADLBcukQ,https://www.youtube.com/watch?v=Z2eADLBcukQ,Education,132617,17482.0,28179.0,40277.0,78520.0,118829.0,10371,5.23330020904541,4.802800178527832,4.707799911499023,4.516200065612793,4.388500213623047,2150.0,2991.0,3963.0,6915.0,9543.0,10043,328,,,,,,,,,,,,,,,Lifestyle,2024-01-13 15:00,wAmy,172000.0,US,Education,b9fs9s67BXlX7rXVzRf5cQ,541,False,"Pop Culture & Entertainment,Pop Culture & Entertainment/Humor",,,nan,nan,nan,,,nan,nan
12,The Source of Your Procrastination I Robert Greene,youtube,www.youtube.com/watch?v=zNeOL-cQZUM,zNeOL-cQZUM,https://www.youtube.com/watch?v=zNeOL-cQZUM,People & Blogs,98629,27339.0,38686.0,47770.0,65370.0,,10293,4.882699966430664,5.03879976272583,5.227499961853027,5.566100120544434,,3177.0,4347.0,5269.0,7168.0,,10216,77,,,,,,,,,,,,,,,,2024-02-21 17:00,Robert Greene ,1230000.0,US,Film & Movies,-qsP49Ai2GymJgyKX38l1w,28,False,,,,nan,nan,nan,,,nan,nan
13,How I FINALLY beat procrastination [no bs guide],youtube,www.youtube.com/watch?v=KKLn74qQGZ8,KKLn74qQGZ8,https://www.youtube.com/watch?v=KKLn74qQGZ8,People & Blogs,97325,18816.0,24596.0,28287.0,37892.0,76635.0,9650,6.63539981842041,6.442599773406982,6.456399917602539,6.328400135040283,5.670899868011475,2934.0,3502.0,3817.0,4676.0,7953.0,9354,296,,,,,,,,,,,,,,procrastination,Lifestyle,2024-01-21 14:24,Ruff,215000.0,JP,Entertainment,kf1r2w1P1fNe57dzxpK8LQ,407,False,"Health & Fitness,Health & Fitness/Health",,,nan,nan,nan,,,nan,nan
14,This ADHD Procrastination Habit is Killing Your Dreams.  Please Stop.,youtube,www.youtube.com/watch?v=6_596JG9cmI,6_596JG9cmI,https://www.youtube.com/watch?v=6_596JG9cmI,Howto & Style,118692,4452.0,7151.0,8467.0,23505.0,114046.0,7915,5.12470006942749,4.872499942779541,5.183199882507324,4.498400211334228,3.653199911117553,543.0,777.0,926.0,2083.0,7666.0,7348,567,,,,,,,,,,,https://www.facebook.com/1435713726658309?brand_redir=DISABLE,,,"procrastination,symptom,disease,adult attention deficit hyperactivity disorder,hyperactivity,attention deficit hyperactivity disorder,paralysis",Health,2024-02-09 17:00,Caren Magill | ADHD + Multipotentialites ,63600.0,US,People & Blogs,EdXA7uliIbBT5aWhuR3dFQ,729,False,"Health & Fitness,Health & Fitness/Health,Health & Fitness/Health/Diseases & Disorders",,,nan,nan,nan,,,nan,nan
15,The Procrastination Song,youtube,www.youtube.com/watch?v=7msJocFvMiE,7msJocFvMiE,https://www.youtube.com/watch?v=7msJocFvMiE,Gaming,48555,32194.0,40584.0,42901.0,47866.0,,7352,7.033599853515625,6.955900192260742,7.236999988555908,7.618599891662598,,5344.0,6267.0,6551.0,7257.0,,7302,50,,,,,,,,,,,https://www.facebook.com/301125457245099?brand_redir=DISABLE,simplytashaofficial,https://www.tiktok.com/@simplytashaofficial,,Entertainment,2024-03-13 12:00,SimplyTasha,2190000.0,GB,Entertainment,8-qVif2ALGPs3C1yem7XLg,23,False,Pop Culture & Entertainment,,,nan,nan,nan,,,nan,nan
16,The Secret Against Procrastination 🥹 Robert Greene,youtube,www.youtube.com/watch?v=9Tx8501zCe0,9Tx8501zCe0,https://www.youtube.com/watch?v=9Tx8501zCe0,Entertainment,67610,24752.0,40220.0,49641.0,56107.0,67346.0,5750,4.452600002288818,4.019400119781494,4.00409984588623,4.235000133514404,4.632999897003174,2623.0,3605.0,4194.0,4681.0,5741.0,5697,53,,,,,,,,,,,,,,,,2024-02-07 14:00,HealthLab,55000.0,DE,Entertainment,MYSVshaDvY9U2Ld5juZ0Ow,31,False,,,,nan,nan,nan,,,nan,nan
17,How to build discipline & destroy procrastination,youtube,www.youtube.com/watch?v=DSLdGsVf-Pk,DSLdGsVf-Pk,https://www.youtube.com/watch?v=DSLdGsVf-Pk,People & Blogs,64488,15939.0,22919.0,27394.0,35376.0,51019.0,5188,5.31279993057251,4.975200176239014,4.993599891662598,5.012800216674805,4.71589994430542,1990.0,2520.0,2859.0,3458.0,4403.0,5055,133,,,,,,,,,,,,,https://www.tiktok.com/@simonesquared,"procrastination,exertion,BetterHelp,psychotherapy",Lifestyle,2024-01-15 12:31,simonesimmo,248000.0,US,Entertainment,LVh51gNYsmB8LCK6sePlJw,812,False,"Health & Fitness,Health & Fitness/Health,People & Lifestyles",,,nan,nan,nan,,,nan,nan
18,Do this to Stop Procrastinating  #motivation #yourdestiny #procrastination,youtube,www.youtube.com/watch?v=OUV-bLrfIas,OUV-bLrfIas,https://www.youtube.com/watch?v=OUV-bLrfIas,Education,39773,21086.0,26688.0,29659.0,32321.0,,5128,6.151299953460693,6.127900123596191,6.2846999168396,6.679500102996826,,3087.0,3647.0,3933.0,4253.0,,5110,18,,,,,,,,,,,,,,,Entertainment,2024-02-29 12:30,Kennet Alphy,155000.0,IN,People & Blogs,LvydIgNyNSI-eMy8-gw-Ng,36,False,,,,nan,nan,nan,,,nan,nan
19,7 Steps To Kill PROCRASTINATION in 2024 (NO BS Guide),youtube,www.youtube.com/watch?v=rcttscmyhQ8,rcttscmyhQ8,https://www.youtube.com/watch?v=rcttscmyhQ8,People & Blogs,50115,,,10402.0,15245.0,33273.0,4776,,,6.435100078582764,6.132299900054932,5.557600021362305,,,1399.0,1823.0,3384.0,4471,305,,,,,,,,,,,,,,,Lifestyle,2024-01-03 04:27,Nilesh ,26600.0,IN,Beauty,ToYg0-osEyxqOCWUUarxAg,447,False,,,,nan,nan,nan,,,nan,nan
20,21 INSANE WAYS to Beat PROCRASTINATION in 2024! | Ankur Warikoo Hindi,youtube,www.youtube.com/watch?v=L1ra3Jlupx4,L1ra3Jlupx4,https://www.youtube.com/watch?v=L1ra3Jlupx4,Education,103785,44370.0,61603.0,69834.0,86468.0,97857.0,4624,2.5460000038146973,2.40910005569458,2.453700065612793,2.490999937057495,2.49589991569519,2666.0,3265.0,3547.0,4157.0,4494.0,4461,163,,,,,,,,,,,https://www.facebook.com/107594063255738?brand_redir=DISABLE,ankurwarikoo,https://www.tiktok.com/@ankur.warikoo,,Society,2023-12-26 14:30,warikoo,3770000.0,IN,People & Blogs,RzYN32xtBf3Yxsx5BvJWJw,1370,False,,,,nan,nan,nan,,,nan,nan
21,"HOW TO OVERCOME PROCRASTINATION 📈student tips, mastering discipline, & how to stress less",youtube,www.youtube.com/watch?v=Nq6wO8qlavU,Nq6wO8qlavU,https://www.youtube.com/watch?v=Nq6wO8qlavU,Education,78692,13837.0,20042.0,25134.0,40445.0,73803.0,4428,4.09630012512207,3.890899896621704,3.78819990158081,3.539299964904785,3.116400003433227,1349.0,1739.0,2009.0,2820.0,4232.0,4334,94,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-10 23:27,mikayla mags,433000.0,US,Entertainment,4wL82JgBYScl9u263nC3cw,1373,False,,,,nan,nan,nan,,,nan,nan
22,INS & OUTS FOR 2024 : CELIBACY + PROCRASTINATION + OVERSHARING //XOLIGCABASHEVLOGS,youtube,www.youtube.com/watch?v=sJ3hss1O-q0,sJ3hss1O-q0,https://www.youtube.com/watch?v=sJ3hss1O-q0,People & Blogs,51623,18703.0,27459.0,31732.0,39792.0,50177.0,4405,6.042900085449219,5.44789981842041,5.361899852752685,5.115099906921387,4.753699779510498,2656.0,3306.0,3556.0,3969.0,4365.0,3752,653,,,,,,,,,,,,miss_xo6,,celibacy,Lifestyle,2024-01-22 18:28,XOLI GCABASHE,160000.0,ZA,People & Blogs,A_hVhzNPusY3x9WYG9-YVA,2606,False,People & Lifestyles,,,nan,nan,nan,,,nan,nan
23,How to FIGHT procrastination and monotony in UPSC preparation | Productivity tools Manuj Jindal IAS,youtube,www.youtube.com/watch?v=Li8sjw-BgZw,Li8sjw-BgZw,https://www.youtube.com/watch?v=Li8sjw-BgZw,Education,66275,21610.0,28085.0,33319.0,43823.0,61972.0,3959,3.750999927520752,3.639899969100952,3.618900060653686,3.56469988822937,3.360599994659424,1913.0,2249.0,2496.0,3015.0,3832.0,3776,183,,,,,,,,,,,,,,master's degree,Knowledge,2023-12-24 04:30,Manuj Jindal IAS,598000.0,IN,Education,WxfEDnM8H1cRB2_U7dGIvQ,875,False,"Career & Education,Career & Education/Education",,,nan,nan,nan,,,nan,nan
24,Procrastination hacks #medicine #inspiration #study #motivation #doctor #healthcare #viral #shorts,youtube,www.youtube.com/watch?v=TJ_6UZIr3XY,TJ_6UZIr3XY,https://www.youtube.com/watch?v=TJ_6UZIr3XY,People & Blogs,36056,6075.0,7976.0,9601.0,15253.0,29930.0,3910,7.97130012512207,7.766499996185303,7.664700031280518,7.258800029754639,6.156400203704834,1138.0,1369.0,1538.0,2159.0,3372.0,3889,21,,,,,,,,,,,,,https://www.tiktok.com/@mlnewng,"health care,medicine,physician,procrastination","Health,Lifestyle,Pop music",2024-01-22 15:42,mlnewng,136000.0,US,Entertainment,9Af1bn_bc6_Lwrr4SM6Qkg,10,False,"Health & Fitness,Health & Fitness/Health",,,nan,nan,nan,,,nan,nan
25,Neuroscientist: This Simple Habit STOPS PROCRASTINATION,youtube,www.youtube.com/watch?v=v807bcTpdgY,v807bcTpdgY,https://www.youtube.com/watch?v=v807bcTpdgY,People & Blogs,118144,3281.0,4500.0,5394.0,12863.0,90237.0,3801,3.229399919509887,2.9159998893737797,2.936100006103515,2.248500108718872,1.745300054550171,249.0,290.0,331.0,564.0,2882.0,3706,95,,,,,,,,,,,,,,"science,professor,neuroscience,psychiatry,medicine,behavioral sciences","Health,Knowledge",2024-01-26 16:00,RESPIRE,203000.0,US,"Health, Fitness & Self Help",yNaCRf6Aaljcm9ZWARawXw,491,True,"Career & Education,Science & Technology,Science & Technology/Science",,,nan,nan,nan,,,nan,nan
26,FOR THOSE WHO ALWAYS PROCRASTINATE | How to Overcome  Procrastination | Gyankunda,youtube,www.youtube.com/watch?v=n6R_C3RRcnk,n6R_C3RRcnk,https://www.youtube.com/watch?v=n6R_C3RRcnk,Education,154146,7429.0,11515.0,14074.0,25593.0,121733.0,3677,1.7419999837875362,1.557700037956237,1.5625,1.4519000053405762,1.352699995040893,308.0,400.0,464.0,732.0,3030.0,3555,122,,,,,,,,,,,,,,procrastination,Religion,2024-02-03 14:15,Gyankunda,146000.0,NP,People & Blogs,GXsIoYZeQ0QPd5QhuHWcDg,2158,True,Health & Fitness,,,nan,nan,nan,,,nan,nan
27,This odd mindset shift cured my procrastination forever.,youtube,www.youtube.com/watch?v=FC4jcrB4RHc,FC4jcrB4RHc,https://www.youtube.com/watch?v=FC4jcrB4RHc,People & Blogs,35192,8338.0,11076.0,12413.0,25026.0,,3373,5.158100128173828,5.120200157165527,5.192500114440918,5.082200050354004,,1015.0,1259.0,1360.0,2531.0,,3194,179,,,,,,,,,,,,,,,Society,2024-03-06 21:58,SpoonFedStudy,42900.0,US,Education,1Co9XZd52hiVrePGZ8qfoQ,577,False,"People & Lifestyles,People & Lifestyles/Personal Philosophy",,,nan,nan,nan,,,nan,nan
28,Roblox Procrastination Predicament 💀💀💀 #shorts #minebot #roblox #robloxanimation #recommended,youtube,www.youtube.com/watch?v=C6DDii28g1Q,C6DDii28g1Q,https://www.youtube.com/watch?v=C6DDii28g1Q,Gaming,66236,10853.0,14225.0,19783.0,27101.0,,3339,2.187400102615356,2.301300048828125,2.211199998855591,2.464900016784668,,565.0,730.0,923.0,1316.0,,3238,101,,,,,,,,,,,,,,,"Role-playing video game,Video game culture",2024-02-21 23:58,Minebot,1420000.0,US,Gaming,PDkL9bIN4IuTcdTrp5U5aQ,16,False,"Video Games,Video Games/Video Games Media",,,nan,nan,nan,,,nan,nan
29,"If you struggle with procrastination, do this.",youtube,www.youtube.com/watch?v=8eUTtYt9bWM,8eUTtYt9bWM,https://www.youtube.com/watch?v=8eUTtYt9bWM,Education,19149,6587.0,8961.0,10895.0,15859.0,19084.0,3295,8.050000190734863,8.547300338745117,9.182900428771973,9.15429973602295,9.366499900817873,1262.0,1708.0,2111.0,2860.0,3289.0,3252,43,,,,,,,,,,,https://www.facebook.com/706130189423384?brand_redir=DISABLE,myrongolden,https://www.tiktok.com/@myrongoldenofficial,,,2024-02-17 15:00,Myron Golden,609000.0,US,People & Blogs,baQv8_DS1n8puOnJRzLPzw,51,False,Pop Culture & Entertainment,,,nan,nan,nan,,,nan,nan
30,A Thought to Overcome Procrastination,youtube,www.youtube.com/watch?v=TjJEVjvGDLA,TjJEVjvGDLA,https://www.youtube.com/watch?v=TjJEVjvGDLA,People & Blogs,18268,8901.0,10330.0,11147.0,12848.0,18268.0,2758,7.065899848937988,7.385200023651123,7.700500011444092,8.11460018157959,8.25,1478.0,1686.0,1794.0,2033.0,2758.0,2713,45,,,,,,,,,,,,pramila.dhyani,https://www.tiktok.com/@pramiladhyani1,,Lifestyle,2024-01-24 08:47,Pramila Dhyani,224000.0,IN,"Health, Fitness & Self Help",hh0DE4LosUyXSiZA0Yn1RQ,52,False,People & Lifestyles,,,nan,nan,nan,,,nan,nan
31,Neuroscientist:The 15-Second Rule That Makes Procrastination Impossible|Middle Class Money|Hosting,youtube,www.youtube.com/watch?v=0woxc57gki8,0woxc57gki8,https://www.youtube.com/watch?v=0woxc57gki8,Education,39955,19933.0,24827.0,27861.0,32737.0,38808.0,2731,3.737299919128418,3.699100017547607,3.844399929046631,3.859400033950805,3.774199962615967,1773.0,2048.0,2260.0,2489.0,2695.0,2548,183,,,,,,,,,,,,,,"purchasing,stock,Internet,money,wealth,money management,earnings,stock market",Society,2024-02-04 06:11,Fundoo Programming,1570000.0,IN,"Health, Fitness & Self Help",90F0i80IZEHqm6PCAHk1BQ,745,False,"Business & Finance,Business & Finance/Finance,Business & Finance/Finance/Financial Planning,Business & Finance/Marketing,Business & Finance/Marketing/Advertising & Commercials",,,nan,nan,nan,,,nan,nan
