Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author
The Art Of Laziness: Overcome Procrastination by Library Mindset | Full Audiobook 🎧,youtube,www.youtube.com/watch?v=Z9QIoLI8jQc,Z9QIoLI8jQc,https://www.youtube.com/watch?v=Z9QIoLI8jQc,People & Blogs,16,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,https://www.facebook.com/116872951409783?brand_redir=DISABLE,whitneyhansonpoetry,https://www.tiktok.com/@whitneyhansonpoetry,,Knowledge,2024-03-20 08:00,Euphonious,1090,US,Film & Movies,rUmGQ8zbehZcipeeJYqhNA,4521,False,,,
How good are you at procrastination?,youtube,www.youtube.com/watch?v=5rNkeDhoSm4,5rNkeDhoSm4,https://www.youtube.com/watch?v=5rNkeDhoSm4,People & Blogs,199,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,,,Lifestyle,2024-03-16 09:43,It's Quite Simble ,434,IN,General Interest,6iIt0N2JZHn8KErn_9z4og,9,False,,,
Start with something small to chip away at procrastination.,youtube,www.youtube.com/watch?v=-sRTCT-tlS8,-sRTCT-tlS8,https://www.youtube.com/watch?v=-sRTCT-tlS8,Education,31,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,https://www.facebook.com/151915838184140?brand_redir=DISABLE,dianakeuilian,,,Lifestyle,2024-01-26 11:00,Diana Keuilian,14900,US,Food & Drink,Ylxzz0Bn3iVGxbcS2uQ2bg,56,False,,,
How to Overcome Procrastination and Increase Productivity,youtube,www.youtube.com/watch?v=bHRABZCAEMs,bHRABZCAEMs,https://www.youtube.com/watch?v=bHRABZCAEMs,People & Blogs,1671,,,1566,1671,1671,2,,,0.030300000682473002,0.060800001025199,0.064999997615814,,,1,2,2,2,0,,,,,,,,,,,,,,,Lifestyle,2024-02-12 22:46,Clipped Footage,,,,dcMNX-KmKGoKjcK3nfZOZw,25,False,,,
How to beat Procrastination and Boost Productivity ? #productivity,youtube,www.youtube.com/watch?v=9jBH3w2_AVY,9jBH3w2_AVY,https://www.youtube.com/watch?v=9jBH3w2_AVY,People & Blogs,6,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,https://www.facebook.com/526428667442528?brand_redir=DISABLE,,,,Hip hop music,2024-01-08 04:30,Sidehustler By Athul,2080,IN,General Interest,3gu7H8XnkVt0t3G4jyhKhg,20,False,,,
Learning = Procrastination?!😳 #motivation #inspirational #entrepreneur #inspiration #motivational,youtube,www.youtube.com/watch?v=rI1xTgPL-qE,rI1xTgPL-qE,https://www.youtube.com/watch?v=rI1xTgPL-qE,People & Blogs,4814,,566,998,4700,,2,,,0.047499999403953004,0.021600000560283,,,,1,2,,0,2,,,,,,,,,,,,,,,Health,2024-02-28 17:33,Vidastic,780,,General Interest,al34GaOWXLCD0l7KgXCdjA,10,False,,,
Crush Procrastination,youtube,www.youtube.com/watch?v=ixGaGGHuG2Q,ixGaGGHuG2Q,https://www.youtube.com/watch?v=ixGaGGHuG2Q,Education,21,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,,,Health,2024-03-18 04:30,RajivKumarLuv,3950,IN,General Interest,bhPoMwm1fKlfOkM9k3J9oA,71,False,,,
Overcome Procrastination: start now and Change your life #shorts #motivation #discipline,youtube,www.youtube.com/watch?v=SYiI3sfXWNw,SYiI3sfXWNw,https://www.youtube.com/watch?v=SYiI3sfXWNw,Sports,65,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,,,Lifestyle,2024-02-07 11:00,Shoam Shay Kickboxing & Boxing ,6580,IL,Sports,vy0u5Y8d9KtECpp1zchXrw,58,False,,,
[ #shorts ] Procrastination Crusher: Productivity Work Beats,youtube,www.youtube.com/watch?v=pWtQf0W38kk,pWtQf0W38kk,https://www.youtube.com/watch?v=pWtQf0W38kk,Film & Animation,27,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,https://www.tiktok.com/@asih29_07,,,2024-01-10 15:14,ASIH,52300,US,General Interest,zI2ipZSYVJgaRw0llTh-cA,42,False,,,
The Surprising Truth Behind Procrastination Revealed,youtube,www.youtube.com/watch?v=37rLBctfP18,37rLBctfP18,https://www.youtube.com/watch?v=37rLBctfP18,Education,25,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,https://www.facebook.com/470822799686410?brand_redir=DISABLE,,,,Health,2024-02-15 11:00,Six Figure Business Coaching,2860,US,Sports,-Uw1dq-YUdKSn0_5Lk4aPQ,34,False,,,
Caught A Rat #procrastination,youtube,www.youtube.com/watch?v=2h5pJL3_AsM,2h5pJL3_AsM,https://www.youtube.com/watch?v=2h5pJL3_AsM,Entertainment,14,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,,,Entertainment,2023-12-26 18:27,Brain Gum,2420,CA,Animals & Pets,Z0r82anfrvlv0enm0MCoGQ,18,False,,,
"Sleep Affirmations to combat resistance, procrastination and increase productivity, success | 432 hz",youtube,www.youtube.com/watch?v=kEfKD1YcGJU,kEfKD1YcGJU,https://www.youtube.com/watch?v=kEfKD1YcGJU,Music,136,,,,,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,https://www.tiktok.com/@deshaunduron,,Health,2024-01-08 15:01,DeShaun Duron,2560,US,General Interest,pyd2n26piwi2J_KTVyOAbA,32352,False,,,
Just a girl on the world 💐🛍️🎀 #girlhood #girly #procrastination #fypシ #diorlipoil,youtube,www.youtube.com/watch?v=JwjCamnCxEA,JwjCamnCxEA,https://www.youtube.com/watch?v=JwjCamnCxEA,Entertainment,105,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,,,Lifestyle,2023-12-24 01:44,Eleanor Evangeline,4930,US,Entertainment,vi6_837Gaw2ViAlP9mX4Bg,12,False,,,
jour 3 😉#business #création #challenge #motivation #procrastination,youtube,www.youtube.com/watch?v=ZBio_RryoOI,ZBio_RryoOI,https://www.youtube.com/watch?v=ZBio_RryoOI,Science & Technology,251,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,2024-03-06 13:04,Brayan izzy ,,,,lqDxcIMF8dcQ0CjZIEfSUQ,10,False,,,
procrastination is a curse #fyp #viral #relatable #funny #viral #foryou #shorts #comedy #trending,youtube,www.youtube.com/watch?v=bxe3XeeCcck,bxe3XeeCcck,https://www.youtube.com/watch?v=bxe3XeeCcck,Gaming,105,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,https://www.tiktok.com/@tezzaslife,,"Entertainment,Humour",2024-02-26 21:42,TezzasLife,1400,US,Entertainment,jcLAm9a1NiK5gyUmXgr_0g,11,False,,,
Overcoming Procrastination Tony Robbins' Proven Strategies for Boosting Productivity!,youtube,www.youtube.com/watch?v=rvRyq9VSASE,rvRyq9VSASE,https://www.youtube.com/watch?v=rvRyq9VSASE,Education,178,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,https://www.facebook.com/396853817084715?brand_redir=DISABLE,,,,,2024-01-08 16:00,Mentored,9240,US,Education,cYf01ZnClgjN0wQBf20dsw,306,False,,,
The Magic Potion | Stop Procrastination #magicmind,youtube,www.youtube.com/watch?v=6CNTOmPBn8M,6CNTOmPBn8M,https://www.youtube.com/watch?v=6CNTOmPBn8M,Entertainment,22,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,catalinamyy,https://www.tiktok.com/@catalinamyy,,"Health,Lifestyle",2024-01-14 04:03,Catalina Amy,998,US,Food & Drink,54j6fVa_G4NNCOrOLgFGBQ,45,False,,,
This mental model will help you get over procrastination forgood,youtube,www.youtube.com/watch?v=j0sGQI74PIU,j0sGQI74PIU,https://www.youtube.com/watch?v=j0sGQI74PIU,Education,36,,,,,,2,,,,,,,,,,,2,0,,,,,,,,,,,,,https://www.tiktok.com/@johnmasudparvez,,"Health,Knowledge",2024-01-13 01:01,John Masud Parvez,4410,VN,General Interest,vynMNGRjQXctI5ugCRofQg,50,False,,,
5 Tricks to Eliminate Procrastination and Maintain Focus | How to Stop Procrastinating,youtube,www.youtube.com/watch?v=MptROqOCWOE,MptROqOCWOE,https://www.youtube.com/watch?v=MptROqOCWOE,Education,147,,,,,,2,,,,,,,,,,,0,2,,,,,,,,,,,,,,,"Health,Knowledge",2024-03-16 08:47,DeCODE Brain,160000,IN,Education,pctdcJ9Avm06qrX_PJvkXA,178,True,,,
procrastination,youtube,www.youtube.com/watch?v=sPU2vnVUlvY,sPU2vnVUlvY,https://www.youtube.com/watch?v=sPU2vnVUlvY,Gaming,27,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Action-adventure game,Action game,Role-playing video game,Strategy video game,Video game culture",2024-01-07 23:29,Kanzaki415,303,US,General Interest,kzlhNkbCJA8SLe28VSz9ig,33876,True,,,
How to avoid procrastination,youtube,www.youtube.com/watch?v=IFV3RAq5lts,IFV3RAq5lts,https://www.youtube.com/watch?v=IFV3RAq5lts,Entertainment,44,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/5942134076?brand_redir=DISABLE,fastcompany,https://www.tiktok.com/@fastcompany,,Knowledge,2024-01-05 22:22,Fast Company,126000,US,Entertainment,qeXB2WsPdzcdCdP-bUc52g,2085,False,,,
How to Overcome Procrastination and Get Things Done,youtube,www.youtube.com/watch?v=kuRN1YQShdo,kuRN1YQShdo,https://www.youtube.com/watch?v=kuRN1YQShdo,Education,25,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/187604744664893?brand_redir=DISABLE,,,,"Health,Knowledge",2024-02-20 13:05,EssayShark,525,US,People & Blogs,FmhFY_98VavDfRnGt_GxPA,291,False,,,
Today Is The Day App: Overcome Procrastination,youtube,www.youtube.com/watch?v=ZyYyLdil-G4,ZyYyLdil-G4,https://www.youtube.com/watch?v=ZyYyLdil-G4,People & Blogs,238,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Lifestyle,2024-01-30 09:46,Today Is The Day,128,,General Interest,DTdpXmngT4PmA0SBapu1MA,29,False,,,
One Tip To Avoid Procrastination,youtube,www.youtube.com/watch?v=wBvooZn1xjY,wBvooZn1xjY,https://www.youtube.com/watch?v=wBvooZn1xjY,Science & Technology,27,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/1424735497615577?brand_redir=DISABLE,petersen.bjoern,https://www.tiktok.com/@tiger078650,,Lifestyle,2024-01-04 13:45,Björn Petersen,5180,DE,Music & Dance,M90T8-vToWkw-l4_MpHsfw,34,False,,,
Procrastination in Personal Development | Thomas Rendina,youtube,www.youtube.com/watch?v=FfEq0mpHKUE,FfEq0mpHKUE,https://www.youtube.com/watch?v=FfEq0mpHKUE,People & Blogs,18,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,thomasrendina369,https://www.tiktok.com/@thomasrendina369,,"Health,Society",2024-01-10 18:00,Thomas Rendina,212,US,"Health, Fitness & Self Help",QnmltJLmSpEy91qCf6XGZw,78,False,,,
Title: Procrastination Busters: 6 Methods to Restructure and Refocus Your Assignments for Success,youtube,www.youtube.com/watch?v=cV99wEeUHT4,cV99wEeUHT4,https://www.youtube.com/watch?v=cV99wEeUHT4,Nonprofits & Activism,37,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,,Knowledge,2023-12-31 19:47,HowToChannel,10400,ES,"Health, Fitness & Self Help",BJIAI_tR-INZOx9zrogTjA,454,False,,,
Boost your Brainpower: Quick Fixes for Brain Fog and Procrastination,youtube,www.youtube.com/watch?v=fZgiveuy3xA,fZgiveuy3xA,https://www.youtube.com/watch?v=fZgiveuy3xA,Entertainment,68,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Health,2024-02-15 19:24,Project Peak Life,705,US,General Interest,-q1DH-6Q76VBi_r9RCTySw,48,False,,,
Procrastination In a Nutshell #foryou #fypシ #skit #comedy #funny #relatable #school #work #lazy,youtube,www.youtube.com/watch?v=0Gv7igjvNCM,0Gv7igjvNCM,https://www.youtube.com/watch?v=0Gv7igjvNCM,Gaming,57,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Entertainment,Humour",2024-02-02 15:45,SGSamDaMan,1120,CA,General Interest,1kczbfxMltxmR4ydYbRCwQ,8,False,,,
il est temps pour toi de prendre cette decision   #prisededecision #introspection #procrastination,youtube,www.youtube.com/watch?v=9b0XQMGu7HI,9b0XQMGu7HI,https://www.youtube.com/watch?v=9b0XQMGu7HI,Howto & Style,88,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/109296871979895?brand_redir=DISABLE,,https://www.tiktok.com/@alexlingletcoach04,,,2024-02-19 06:29,Alexlingletcoach,1170,FR,General Interest,eKA41yg4yqSRc4wycKUsyg,61,False,,,
How to stop procrastination bottlenecking your business,youtube,www.youtube.com/watch?v=YyGYPBbBelM,YyGYPBbBelM,https://www.youtube.com/watch?v=YyGYPBbBelM,Education,1,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/397215317021805?brand_redir=DISABLE,,,,,2024-03-13 22:05,Agent From Within,3710,CA,People & Blogs,5yCPA0IZFks6sRp8AI91WQ,58,False,,,
To avoid delaying of things and procrastination.. do this !!,youtube,www.youtube.com/watch?v=nTmSDoa9SYA,nTmSDoa9SYA,https://www.youtube.com/watch?v=nTmSDoa9SYA,Entertainment,57,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-31 07:24,Tarot Aarti Bhatia,20100,IN,General Interest,A-cSTgE9B5KZrKRjNqMUgw,58,False,,,
What Is Procrastination?| And  What To Do About It #whatdoesitmean #badhabits #procrastination,youtube,www.youtube.com/watch?v=U-A7bEBeWBk,U-A7bEBeWBk,https://www.youtube.com/watch?v=U-A7bEBeWBk,Howto & Style,15,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-12 13:07,Top-Notch Persona,4180,US,Entertainment,ZFjEn0q_eN9Y_xa0FEk2Dg,87,False,,,
Is It Possible To Stop Procrastination?,youtube,www.youtube.com/watch?v=XPyoCpw_fH0,XPyoCpw_fH0,https://www.youtube.com/watch?v=XPyoCpw_fH0,People & Blogs,4,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-03-03 12:14,Nasim Talks,1150,TR,General Interest,_zikGL842aLVo8q2RnnCbw,260,False,,,
3 STRATERGIES: Beat Procrastination!,youtube,www.youtube.com/watch?v=n1zHQoPzTPo,n1zHQoPzTPo,https://www.youtube.com/watch?v=n1zHQoPzTPo,Science & Technology,31,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Health,2024-02-07 23:30,The Joey ,1060,US,General Interest,f9fpoJ4WgTWZmlp1MX_qjw,82,False,,,
Cleveland Clinic explains Revenge Bedtime Procrastination,youtube,www.youtube.com/watch?v=Kj91lkd7ISg,Kj91lkd7ISg,https://www.youtube.com/watch?v=Kj91lkd7ISg,News & Politics,30,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/146269225455333?brand_redir=DISABLE,hometownstations,,,"Health,Society",2023-12-22 22:25,Hometown Stations,1660,US,Entertainment,u7oVvoj5bjPMD79Oip86Ag,86,False,,,
Things to leave behind in 2024#negativity#procrastination#fear#habits#truth#faith,youtube,www.youtube.com/watch?v=W2v8_Yr4c2I,W2v8_Yr4c2I,https://www.youtube.com/watch?v=W2v8_Yr4c2I,Entertainment,2,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,https://www.facebook.com/735628233144307?brand_redir=DISABLE,thechristianviewtv,,,Lifestyle,2024-01-10 15:42,The Christian View,1370,US,Entertainment,YXcn_UNi1XBVYG0vOp7rTA,49,False,,,
Empowering Midlife Women: Conquering Procrastination and Reclaiming Dreams,youtube,www.youtube.com/watch?v=G0Ggd_N_R4o,G0Ggd_N_R4o,https://www.youtube.com/watch?v=G0Ggd_N_R4o,Film & Animation,5,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/708915012469300?brand_redir=DISABLE,makeitfunnyc,,,"Health,Society",2024-01-31 23:59,Bernadette Henry,5210,US,Sports,LI7wy-VNoxfFsq7TXRrA3Q,1174,True,,,
Dad Joke 🥸 Procrastination #dadjokes #hitchedandhilarious #jokes #humor #comedy #funny,youtube,www.youtube.com/watch?v=GVszL2qEyDA,GVszL2qEyDA,https://www.youtube.com/watch?v=GVszL2qEyDA,People & Blogs,43,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/717048258332721?brand_redir=DISABLE,,,,"Entertainment,Humour",2024-01-02 23:00,Hitched and Hilarious,9700,CA,People & Blogs,mkEssdLPlF2uO7Vg1oceWQ,15,False,,,
"Episode 122: Anxiety Procrastination, Supporting Suicidal Friends, Loving with Borderline",youtube,www.youtube.com/watch?v=BdsxDrOe5Nc,BdsxDrOe5Nc,https://www.youtube.com/watch?v=BdsxDrOe5Nc,Education,4,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/444860898986764?brand_redir=DISABLE,duffthepsych,,,Health,2024-01-14 00:25,Duff The Psych,88300,US,"Cars, Trucks & Racing",2wwdeitpLuk6mmG_ouXhSA,2166,False,,,
Yoster's Leaf Collection  A Procrastination,youtube,www.youtube.com/watch?v=tSqZOKLMW54,tSqZOKLMW54,https://www.youtube.com/watch?v=tSqZOKLMW54,Entertainment,29,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Lifestyle,2024-01-05 18:59,Glenn Schuyler,1530,US,General Interest,KCTNUsPWjunpOFQVbqlv0A,47,False,,,
Procrastination 2.0 Pourquoi personne ne me l'a dit plus jeune #life,youtube,www.youtube.com/watch?v=SW5pvVvDEmM,SW5pvVvDEmM,https://www.youtube.com/watch?v=SW5pvVvDEmM,Entertainment,35,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Lifestyle,2024-02-25 21:01,Laeticia_vibes ,4710,FR,General Interest,HOhuS5fmsyq_zNrg1aXgxw,624,False,,,
Stop Procrastination Now! Guided Meditation Practice,youtube,www.youtube.com/watch?v=KNLoeAqD_Xg,KNLoeAqD_Xg,https://www.youtube.com/watch?v=KNLoeAqD_Xg,Entertainment,9,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-11 15:25,Mila The Psychologist,1710,AU,General Interest,oo23R0kD9EbGfA_5_ZQRQQ,758,False,,,
Crystal Healing for Procrastination. View full episode to learn more. #mookaite #jasper,youtube,www.youtube.com/watch?v=_6hYbFdXRqQ,_6hYbFdXRqQ,https://www.youtube.com/watch?v=_6hYbFdXRqQ,People & Blogs,30,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Lifestyle,2024-02-01 20:00,Life Figured Out,437,US,Entertainment,iOkdwxpC0f-yhNyTzyTNPg,15,False,,,
Can you relate? «Procrasti-nation Anthem» Out March 15th  #thejag #procrastination  #shorts  #music,youtube,www.youtube.com/watch?v=cdxBlR8Alg4,cdxBlR8Alg4,https://www.youtube.com/watch?v=cdxBlR8Alg4,Music,24,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,thejag.official,https://www.tiktok.com/@thejagofficial,,"Electronic music,Music",2024-02-18 19:21,The JAG,242,US,General Interest,lHKyJoHBvAoGKQMBiap4OQ,19,False,,,
Conquer procrastination with these 4 Islamic principles!,youtube,www.youtube.com/watch?v=uC0bEi7sq-c,uC0bEi7sq-c,https://www.youtube.com/watch?v=uC0bEi7sq-c,Education,29,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/105617827531535?brand_redir=DISABLE,,,,Religion,2024-02-06 08:40,Athan,4810,US,People & Blogs,tykAKqfgBacufPBbu5cWEQ,35,False,,,
Procrastination #underpressure #adhd #procrastination,youtube,www.youtube.com/watch?v=eMuy-n9-vhE,eMuy-n9-vhE,https://www.youtube.com/watch?v=eMuy-n9-vhE,People & Blogs,14,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/100422148382414?brand_redir=DISABLE,thequovibes,https://www.tiktok.com/@thequovibes,,"Entertainment,Health",2024-02-19 11:23,Thequovibes,47,CA,Film & Movies,0aVBH-ik-NLAyngO9XOdbQ,13,False,,,
"Raids, taros, procrastination",youtube,www.youtube.com/watch?v=atMZlfv8WqM,atMZlfv8WqM,https://www.youtube.com/watch?v=atMZlfv8WqM,Gaming,197,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Action-adventure game,Action game,Role-playing video game,Strategy video game,Video game culture",2024-03-18 20:27,Kanzaki415,303,US,General Interest,kzlhNkbCJA8SLe28VSz9ig,31010,True,,,
Procrastination power,youtube,www.youtube.com/watch?v=8Dkp9nQvmbo,8Dkp9nQvmbo,https://www.youtube.com/watch?v=8Dkp9nQvmbo,Music,10,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-01-05 00:32,⊱ m u s i c a l - s h e l t e r ⊰,10600,AU,Music & Dance,mdrxXBN-O8LyPAEbLw2UkA,7,False,,,
Sam Sulek on procrastination,youtube,www.youtube.com/watch?v=WLOmWjC7QMQ,WLOmWjC7QMQ,https://www.youtube.com/watch?v=WLOmWjC7QMQ,Comedy,7,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Entertainment,2024-02-02 02:38,Trayton skach,525,US,General Interest,rXUmmC2jplJx1QWJADbt7Q,32,True,,,
End Procrastination: PRACTICAL GUIDE,youtube,www.youtube.com/watch?v=kEG0EOEBcVg,kEG0EOEBcVg,https://www.youtube.com/watch?v=kEG0EOEBcVg,People & Blogs,19,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Health,2024-01-11 13:25,Moritz Lange,,,,K3sRQNVJIUaVkvYetLMsMQ,313,False,,,
End Procrastination | Driving For Your Success | Sheevaun,youtube,www.youtube.com/watch?v=mkaoxhxYw24,mkaoxhxYw24,https://www.youtube.com/watch?v=mkaoxhxYw24,Howto & Style,17,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/680689338775526?brand_redir=DISABLE,,,,Lifestyle,2024-02-16 13:00,Sheevaun Moran,987,US,People & Blogs,ptNobvIGY8V3T-90KqmvfA,214,False,,,
Beat Procrastination with Parkinson's Law! | Boost Productivity,youtube,www.youtube.com/watch?v=i2z04TzRK-g,i2z04TzRK-g,https://www.youtube.com/watch?v=i2z04TzRK-g,People & Blogs,14,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Lifestyle",2023-12-23 02:00,Freedom Sprout,3340,US,General Interest,hbNIChJFZi6_YI2zvhIvmQ,16,False,,,
11 Ways to Guarantee Failure - Procrastination,youtube,www.youtube.com/watch?v=0ocHXD9Cq70,0ocHXD9Cq70,https://www.youtube.com/watch?v=0ocHXD9Cq70,Gaming,3,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-01-09 19:35,Elan G,498,US,General Interest,5DwQ4MmUpJHS8jwRjDzIqg,21,False,,,
Procrastination at its best! #scrolling #stevecarrell,youtube,www.youtube.com/watch?v=KM3VHzm5nJM,KM3VHzm5nJM,https://www.youtube.com/watch?v=KM3VHzm5nJM,People & Blogs,2,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/100422148382414?brand_redir=DISABLE,thequovibes,https://www.tiktok.com/@thequovibes,,"Entertainment,Film",2024-02-23 23:51,Thequovibes,47,CA,Film & Movies,0aVBH-ik-NLAyngO9XOdbQ,8,False,,,
"90: Perfectionism, Procrastination, Mental Masturbation & Motivation",youtube,www.youtube.com/watch?v=xuSDJzae4w0,xuSDJzae4w0,https://www.youtube.com/watch?v=xuSDJzae4w0,Howto & Style,22,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Lifestyle,2024-02-15 12:24,Mel DidItHerself,2350,US,General Interest,BtvmIMlpw-neI8EU-0tI_w,1232,False,,,
Terminal Procrastination,youtube,www.youtube.com/watch?v=MJUZLrEK9Qs,MJUZLrEK9Qs,https://www.youtube.com/watch?v=MJUZLrEK9Qs,Music,2,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Music,Rock music",2024-02-02 04:45,Release - Topic,,,,_nRzVt8O6R5Y8oAOclowxA,172,False,,,
Why procrastination is painful? Pt 2,youtube,www.youtube.com/watch?v=yjz2aL0J4QA,yjz2aL0J4QA,https://www.youtube.com/watch?v=yjz2aL0J4QA,People & Blogs,44,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,,Health,2024-02-09 17:27,missionbasedastrology 101,3250,US,General Interest,BDqoxQSTzITUEVuBJelvdw,9,False,,,
Conquer procrastination! Use this trick! #GetItDone #CreateWithPurpose #NoMoreDelays #Accountability,youtube,www.youtube.com/watch?v=y_VxZ_QnfNE,y_VxZ_QnfNE,https://www.youtube.com/watch?v=y_VxZ_QnfNE,Howto & Style,73,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/252664738169718?brand_redir=DISABLE,,,,Health,2024-03-15 18:57,"Art For Happiness Academy -Learn, Create & Prosper",620,CA,Entertainment,FaRVYKhn76uKtfkO_-PW6A,55,False,,,
"DAY 8 -- The Seven Figure Climb. Overcoming Fear, Procrastination, & Limiting Beliefs.  PART 2",youtube,www.youtube.com/watch?v=13ZOlLYXlhw,13ZOlLYXlhw,https://www.youtube.com/watch?v=13ZOlLYXlhw,People & Blogs,31,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Health,2024-01-09 02:56,Manny Talavera,1010,US,General Interest,CuHDyITxhZinzHhb_QAJ0Q,1245,False,,,
Overcome procrastination with this tip! (see link for full video below),youtube,www.youtube.com/watch?v=d41cKvDcduw,d41cKvDcduw,https://www.youtube.com/watch?v=d41cKvDcduw,People & Blogs,2,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/741526935927085?brand_redir=DISABLE,beckyjanefox,,,"Health,Lifestyle",2024-02-26 07:41,Becky Jane Fox,1070,NZ,People & Blogs,zUB_2HxZB3WKQwKGOYpwlQ,14,False,,,
There's Two Styles of Procrastination,youtube,www.youtube.com/watch?v=aRSRYKFQRO0,aRSRYKFQRO0,https://www.youtube.com/watch?v=aRSRYKFQRO0,Education,126,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/151915838184140?brand_redir=DISABLE,dianakeuilian,,,Lifestyle,2024-01-24 20:28,Diana Keuilian,14900,US,Food & Drink,Ylxzz0Bn3iVGxbcS2uQ2bg,58,False,,,
STOP PROCRASTINATING!! #shorts  #procrastination #inspiration #inspirational #trending #fyp #viral,youtube,www.youtube.com/watch?v=sFWDtckv4FE,sFWDtckv4FE,https://www.youtube.com/watch?v=sFWDtckv4FE,Science & Technology,107,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,https://www.tiktok.com/@ivanzter2.0,,"Health,Lifestyle",2024-03-19 02:38,Ivanzter,192,US,General Interest,_ostF9Uvuj00qEGJGoYVaA,27,False,,,
